job_id,job_name,project,start_time,end_time,status,duration_sec,duration_z,date,duration_sec_mm,duration_z_clipped_mm,hour_sin_mm,hour_cos_mm,wday_sin_mm,wday_cos_mm,failed,high_runtime
,LIQUIDACAO,ELO-PRD,2025-09-01 19:25:00,2025-09-01 19:28:36,failed,216.0,0.06903906243995693,2025-09-01,0.17173377156943304,0.220993901923421,0.022716115807287718,0.6294095225512601,0.0,1.0,1,0
,LIQUIDACAO,ELO-PRD,2025-09-01 19:45:00,2025-09-01 19:49:13,failed,253.0,0.31668227695667645,2025-09-01,0.20213640098603122,0.2601172242735003,0.022716115807287718,0.6294095225512601,0.0,1.0,1,0
,LIQUIDACAO,ELO-PRD,2025-09-01 19:10:00,2025-09-01 19:14:48,failed,288.0,0.5509393717697896,2025-09-01,0.23089564502875926,0.2971257724424943,0.022716115807287718,0.6294095225512601,0.0,1.0,1,0
,LIQUIDACAO,ELO-PRD,2025-09-01 20:40:00,2025-09-01 20:44:46,failed,286.0,0.5375532520661831,2025-09-01,0.22925225965488907,0.29501099826140886,0.08931639747704094,0.75,0.0,1.0,1,0
,LIQUIDACAO,ELO-PRD,2025-09-01 22:15:00,2025-09-01 22:18:41,failed,221.0,0.10250436169897309,2025-09-01,0.17584223500410848,0.22628083737613444,0.33333333333333304,0.9330127018922192,0.0,1.0,1,0
,LIQUIDACAO,ELO-PRD,2025-09-01 20:00:00,2025-09-01 20:03:50,failed,230.0,0.16274190036520217,2025-09-01,0.18323746918652423,0.2357973211910186,0.08931639747704094,0.75,0.0,1.0,1,0
,LIQUIDACAO,ELO-PRD,2025-09-01 19:55:00,2025-09-01 19:58:37,failed,217.0,0.07573212229176016,2025-09-01,0.1725554642563681,0.22205128901396368,0.022716115807287718,0.6294095225512601,0.0,1.0,1,0
,LIQUIDACAO,ELO-PRD,2025-09-01 21:50:00,2025-09-01 21:54:47,failed,287.0,0.5442463119179863,2025-09-01,0.23007395234182415,0.29606838535195157,0.19526214587563487,0.8535533905932737,0.0,1.0,1,0
,LIQUIDACAO,ELO-PRD,2025-09-01 19:30:00,2025-09-01 19:33:49,failed,229.0,0.15604884051339893,2025-09-01,0.18241577649958915,0.2347399341004759,0.022716115807287718,0.6294095225512601,0.0,1.0,1,0
,LIQUIDACAO,ELO-PRD,2025-09-01 20:45:00,2025-09-01 20:48:43,failed,223.0,0.11589048140257954,2025-09-01,0.17748562037797863,0.2283956115572198,0.08931639747704094,0.75,0.0,1.0,1,0
,LIQUIDACAO,ELO-PRD,2025-09-01 22:05:00,2025-09-01 22:08:39,failed,219.0,0.08911824199536662,2025-09-01,0.1741988496302383,0.22416606319504906,0.33333333333333304,0.9330127018922192,0.0,1.0,1,0
,LIQUIDACAO,ELO-PRD,2025-09-01 20:55:00,2025-09-01 20:58:37,failed,217.0,0.07573212229176016,2025-09-01,0.1725554642563681,0.22205128901396368,0.08931639747704094,0.75,0.0,1.0,1,0
,LIQUIDACAO,ELO-PRD,2025-09-01 20:05:00,2025-09-01 20:08:39,failed,219.0,0.08911824199536662,2025-09-01,0.1741988496302383,0.22416606319504906,0.08931639747704094,0.75,0.0,1.0,1,0
,LIQUIDACAO,ELO-PRD,2025-09-01 13:25:00,2025-09-01 13:29:41,failed,281.0,0.5040879528071669,2025-09-01,0.22514379622021363,0.28972406280869545,0.4941206365983195,0.017037086855465844,0.0,1.0,1,0
,LIQUIDACAO,ELO-PRD,2025-09-01 23:30:00,2025-09-01 23:33:48,failed,228.0,0.1493557806615957,2025-09-01,0.18159408381265407,0.2336825470099332,0.4941206365983189,0.9829629131445341,0.0,1.0,1,0
,LIQUIDACAO,ELO-PRD,2025-09-01 22:55:00,2025-09-01 22:59:42,failed,282.0,0.5107810126589701,2025-09-01,0.22596548890714874,0.29078144989923815,0.33333333333333304,0.9330127018922192,0.0,1.0,1,0
,LIQUIDACAO,ELO-PRD,2025-09-01 22:50:00,2025-09-01 22:54:47,failed,287.0,0.5442463119179863,2025-09-01,0.23007395234182415,0.29606838535195157,0.33333333333333304,0.9330127018922192,0.0,1.0,1,0
,LIQUIDACAO,ELO-PRD,2025-09-01 23:40:00,2025-09-01 23:44:42,failed,282.0,0.5107810126589701,2025-09-01,0.22596548890714874,0.29078144989923815,0.4941206365983189,0.9829629131445341,0.0,1.0,1,0
,LIQUIDACAO,ELO-PRD,2025-09-01 17:55:02,2025-09-01 17:59:42,failed,280.0,0.49739489295536365,2025-09-01,0.22432210353327856,0.2886666757181528,0.02271611580728779,0.3705904774487397,0.0,1.0,1,0
,LIQUIDACAO,ELO-PRD,2025-09-01 22:45:00,2025-09-01 22:49:40,failed,280.0,0.49739489295536365,2025-09-01,0.22432210353327856,0.2886666757181528,0.33333333333333304,0.9330127018922192,0.0,1.0,1,0
,LIQUIDACAO,ELO-PRD,2025-09-01 23:20:00,2025-09-01 23:23:45,failed,225.0,0.129276601106186,2025-09-01,0.1791290057518488,0.23051038573830518,0.4941206365983189,0.9829629131445341,0.0,1.0,1,0
,LIQUIDACAO,ELO-PRD,2025-09-01 21:05:00,2025-09-01 21:08:38,failed,218.0,0.0824251821435634,2025-09-01,0.17337715694330322,0.22310867610450635,0.19526214587563487,0.8535533905932737,0.0,1.0,1,0
,LIQUIDACAO,ELO-PRD,2025-09-01 23:10:00,2025-09-01 23:13:42,failed,222.0,0.10919742155077632,2025-09-01,0.17666392769104355,0.2273382244666771,0.4941206365983189,0.9829629131445341,0.0,1.0,1,0
,LIQUIDACAO,ELO-PRD,2025-09-01 13:50:00,2025-09-01 13:54:46,failed,286.0,0.5375532520661831,2025-09-01,0.22925225965488907,0.29501099826140886,0.4941206365983195,0.017037086855465844,0.0,1.0,1,0
,LIQUIDACAO,ELO-PRD,2025-09-01 16:15:00,2025-09-01 16:18:40,failed,220.0,0.09581130184716985,2025-09-01,0.17502054231717337,0.22522345028559174,0.08931639747704108,0.24999999999999978,0.0,1.0,1,0
,LIQUIDACAO,ELO-PRD,2025-09-01 22:20:00,2025-09-01 22:24:48,failed,288.0,0.5509393717697896,2025-09-01,0.23089564502875926,0.2971257724424943,0.33333333333333304,0.9330127018922192,0.0,1.0,1,0
,LIQUIDACAO,ELO-PRD,2025-09-01 18:45:00,2025-09-01 18:49:47,failed,287.0,0.5442463119179863,2025-09-01,0.23007395234182415,0.29606838535195157,0.0,0.4999999999999999,0.0,1.0,1,0
,LIQUIDACAO,ELO-PRD,2025-09-01 23:45:00,2025-09-01 23:48:40,failed,220.0,0.09581130184716985,2025-09-01,0.17502054231717337,0.22522345028559174,0.4941206365983189,0.9829629131445341,0.0,1.0,1,0
,LIQUIDACAO,ELO-PRD,2025-09-01 21:30:00,2025-09-01 21:33:50,failed,230.0,0.16274190036520217,2025-09-01,0.18323746918652423,0.2357973211910186,0.19526214587563487,0.8535533905932737,0.0,1.0,1,0
,LIQUIDACAO,ELO-PRD,2025-09-01 23:25:00,2025-09-01 23:28:39,failed,219.0,0.08911824199536662,2025-09-01,0.1741988496302383,0.22416606319504906,0.4941206365983189,0.9829629131445341,0.0,1.0,1,0
,LIQUIDACAO,ELO-PRD,2025-09-01 17:25:00,2025-09-01 17:28:35,failed,215.0,0.062346002588153704,2025-09-01,0.17091207888249796,0.21993651483287832,0.02271611580728779,0.3705904774487397,0.0,1.0,1,0
,LIQUIDACAO,ELO-PRD,2025-09-01 15:45:00,2025-09-01 15:49:48,failed,288.0,0.5509393717697896,2025-09-01,0.23089564502875926,0.2971257724424943,0.19526214587563526,0.14644660940672605,0.0,1.0,1,0
,LIQUIDACAO,ELO-PRD,2025-09-01 11:05:00,2025-09-01 11:06:22,success,82.0,-0.8278309577016759,2025-09-01,0.06162695152013147,0.07930403179070132,0.839212696735014,0.0170370868554659,0.0,1.0,0,0
,LIQUIDACAO,ELO-PRD,2025-09-01 21:00:01,2025-09-01 21:03:40,failed,219.0,0.08911824199536662,2025-09-01,0.1741988496302383,0.22416606319504906,0.19526214587563487,0.8535533905932737,0.0,1.0,1,0
,LIQUIDACAO,ELO-PRD,2025-09-01 15:10:00,2025-09-01 15:13:46,failed,226.0,0.13596966095798924,2025-09-01,0.1799506984387839,0.23156777282884786,0.19526214587563526,0.14644660940672605,0.0,1.0,1,0
,LIQUIDACAO,ELO-PRD,2025-09-02 01:20:00,2025-09-02 01:24:33,failed,273.0,0.4505434739927411,2025-09-02,0.21857025472473296,0.28126496608435403,0.8392126967350139,0.9829629131445341,1.0,0.0,1,0
,LIQUIDACAO,ELO-PRD,2025-09-01 12:20:00,2025-09-01 12:23:46,failed,226.0,0.13596966095798924,2025-09-01,0.1799506984387839,0.23156777282884786,0.6666666666666669,0.0,0.0,1.0,1,0
,LIQUIDACAO,ELO-PRD,2025-09-02 01:50:00,2025-09-02 01:54:32,failed,272.0,0.44385041414093784,2025-09-02,0.21774856203779785,0.2802075789938113,0.8392126967350139,0.9829629131445341,1.0,0.0,1,0
,LIQUIDACAO,ELO-PRD,2025-09-01 18:50:00,2025-09-01 18:53:55,failed,235.0,0.19620719962421831,2025-09-01,0.18734593262119967,0.241084256643732,0.0,0.4999999999999999,0.0,1.0,1,0
,LIQUIDACAO,ELO-PRD,2025-09-01 19:05:00,2025-09-01 19:08:41,failed,221.0,0.10250436169897309,2025-09-01,0.17584223500410848,0.22628083737613444,0.022716115807287718,0.6294095225512601,0.0,1.0,1,0
,LIQUIDACAO,ELO-PRD,2025-09-01 11:45:00,2025-09-01 11:49:43,failed,283.0,0.5174740725107734,2025-09-01,0.22678718159408381,0.29183883698978086,0.839212696735014,0.0170370868554659,0.0,1.0,1,0
,LIQUIDACAO,ELO-PRD,2025-09-01 23:05:00,2025-09-01 23:08:40,failed,220.0,0.09581130184716985,2025-09-01,0.17502054231717337,0.22522345028559174,0.4941206365983189,0.9829629131445341,0.0,1.0,1,0
,LIQUIDACAO,ELO-PRD,2025-09-01 12:15:00,2025-09-01 12:19:43,failed,283.0,0.5174740725107734,2025-09-01,0.22678718159408381,0.29183883698978086,0.6666666666666669,0.0,0.0,1.0,1,0
,LIQUIDACAO,ELO-PRD,2025-09-02 00:40:00,2025-09-02 00:43:32,failed,212.0,0.04226682303274401,2025-09-02,0.1684470008216927,0.2167643535612503,0.6666666666666666,1.0,1.0,0.0,1,0
,LIQUIDACAO,ELO-PRD,2025-09-01 14:15:00,2025-09-01 14:18:42,failed,222.0,0.10919742155077632,2025-09-01,0.17666392769104355,0.2273382244666771,0.3333333333333335,0.06698729810778059,0.0,1.0,1,0
,LIQUIDACAO,ELO-PRD,2025-09-02 02:20:00,2025-09-02 02:24:30,failed,270.0,0.43046429443733136,2025-09-02,0.2161051766639277,0.27809280481272597,1.0,0.9330127018922194,1.0,0.0,1,0
,LIQUIDACAO,ELO-PRD,2025-09-02 01:15:00,2025-09-02 01:18:32,failed,212.0,0.04226682303274401,2025-09-02,0.1684470008216927,0.2167643535612503,0.8392126967350139,0.9829629131445341,1.0,0.0,1,0
,LIQUIDACAO,ELO-PRD,2025-09-01 23:55:00,2025-09-01 23:58:39,failed,219.0,0.08911824199536662,2025-09-01,0.1741988496302383,0.22416606319504906,0.4941206365983189,0.9829629131445341,0.0,1.0,1,0
,LIQUIDACAO,ELO-PRD,2025-09-02 02:50:00,2025-09-02 02:53:35,failed,215.0,0.062346002588153704,2025-09-02,0.17091207888249796,0.21993651483287832,1.0,0.9330127018922194,1.0,0.0,1,0
,LIQUIDACAO,ELO-PRD,2025-09-02 00:10:00,2025-09-02 00:14:31,failed,271.0,0.4371573542891346,2025-09-02,0.21692686935086278,0.2791501919032686,0.6666666666666666,1.0,1.0,0.0,1,0
,LIQUIDACAO,ELO-PRD,2025-09-01 18:40:00,2025-09-01 18:43:49,failed,229.0,0.15604884051339893,2025-09-01,0.18241577649958915,0.2347399341004759,0.0,0.4999999999999999,0.0,1.0,1,0
,LIQUIDACAO,ELO-PRD,2025-09-02 01:45:00,2025-09-02 01:48:28,failed,208.0,0.015494583625531088,2025-09-02,0.16516023007395234,0.21253480519907952,0.8392126967350139,0.9829629131445341,1.0,0.0,1,0
,LIQUIDACAO,ELO-PRD,2025-09-02 00:50:00,2025-09-02 00:53:30,failed,210.0,0.02888070332913755,2025-09-02,0.16680361544782252,0.2146495793801649,0.6666666666666666,1.0,1.0,0.0,1,0
,LIQUIDACAO,ELO-PRD,2025-09-02 01:30:00,2025-09-02 01:33:36,failed,216.0,0.06903906243995693,2025-09-02,0.17173377156943304,0.220993901923421,0.8392126967350139,0.9829629131445341,1.0,0.0,1,0
,LIQUIDACAO,ELO-PRD,2025-09-02 00:20:00,2025-09-02 00:24:31,failed,271.0,0.4371573542891346,2025-09-02,0.21692686935086278,0.2791501919032686,0.6666666666666666,1.0,1.0,0.0,1,0
,LIQUIDACAO,ELO-PRD,2025-09-02 00:25:00,2025-09-02 00:28:26,failed,206.0,0.0021084639219246274,2025-09-02,0.16351684470008218,0.21042003101799417,0.6666666666666666,1.0,1.0,0.0,1,0
,LIQUIDACAO,ELO-PRD,2025-09-02 01:55:00,2025-09-02 01:58:24,failed,204.0,-0.011277655781681833,2025-09-02,0.161873459326212,0.2083052568369088,0.8392126967350139,0.9829629131445341,1.0,0.0,1,0
,LIQUIDACAO,ELO-PRD,2025-09-02 01:35:00,2025-09-02 01:39:27,failed,267.0,0.4103851148819217,2025-09-02,0.21364009860312244,0.2749206435410979,0.8392126967350139,0.9829629131445341,1.0,0.0,1,0
,LIQUIDACAO,ELO-PRD,2025-09-01 22:30:00,2025-09-01 22:34:50,failed,290.0,0.564325491473396,2025-09-01,0.2325390304026294,0.29924054662357963,0.33333333333333304,0.9330127018922192,0.0,1.0,1,0
,LIQUIDACAO,ELO-PRD,2025-09-01 11:30:00,2025-09-01 11:34:57,failed,297.0,0.6111769104360186,2025-09-01,0.23829087921117503,0.3066422562573784,0.839212696735014,0.0170370868554659,0.0,1.0,1,0
,LIQUIDACAO,ELO-PRD,2025-09-02 02:05:00,2025-09-02 02:08:25,failed,205.0,-0.004584595929878602,2025-09-02,0.16269515201314708,0.20936264392745146,1.0,0.9330127018922194,1.0,0.0,1,0
,LIQUIDACAO,ELO-PRD,2025-09-02 02:30:00,2025-09-02 02:34:37,failed,277.0,0.477315713399954,2025-09-02,0.2218570254724733,0.28549451444652474,1.0,0.9330127018922194,1.0,0.0,1,0
,LIQUIDACAO,ELO-PRD,2025-09-02 02:10:00,2025-09-02 02:13:15,failed,195.0,-0.07151519444791091,2025-09-02,0.15447822514379622,0.19878877302202463,1.0,0.9330127018922194,1.0,0.0,1,0
,LIQUIDACAO,ELO-PRD,2025-09-01 12:30:00,2025-09-01 12:33:53,failed,233.0,0.18282107992061186,2025-09-01,0.18570254724732949,0.23896948246264663,0.6666666666666669,0.0,0.0,1.0,1,0
,LIQUIDACAO,ELO-PRD,2025-09-01 21:40:00,2025-09-01 21:43:44,failed,224.0,0.12258354125438277,2025-09-01,0.17830731306491374,0.22945299864776247,0.19526214587563487,0.8535533905932737,0.0,1.0,1,0
,LIQUIDACAO,ELO-PRD,2025-09-01 16:05:00,2025-09-01 16:09:44,failed,284.0,0.5241671323625766,2025-09-01,0.2276088742810189,0.29289622408032356,0.08931639747704108,0.24999999999999978,0.0,1.0,1,0
,LIQUIDACAO,ELO-PRD,2025-09-01 11:20:00,2025-09-01 11:23:45,failed,225.0,0.129276601106186,2025-09-01,0.1791290057518488,0.23051038573830518,0.839212696735014,0.0170370868554659,0.0,1.0,1,0
,LIQUIDACAO,ELO-PRD,2025-09-02 01:05:00,2025-09-02 01:09:14,failed,254.0,0.3233753368084797,2025-09-02,0.2029580936729663,0.261174611364043,0.8392126967350139,0.9829629131445341,1.0,0.0,1,0
,LIQUIDACAO,ELO-PRD,2025-09-01 13:20:00,2025-09-01 13:23:54,failed,234.0,0.18951413977241507,2025-09-01,0.1865242399342646,0.24002686955318933,0.4941206365983195,0.017037086855465844,0.0,1.0,1,0
,LIQUIDACAO,ELO-PRD,2025-09-01 14:10:00,2025-09-01 14:13:49,failed,229.0,0.15604884051339893,2025-09-01,0.18241577649958915,0.2347399341004759,0.3333333333333335,0.06698729810778059,0.0,1.0,1,0
,LIQUIDACAO,ELO-PRD,2025-09-01 14:05:00,2025-09-01 14:08:37,failed,217.0,0.07573212229176016,2025-09-01,0.1725554642563681,0.22205128901396368,0.3333333333333335,0.06698729810778059,0.0,1.0,1,0
,LIQUIDACAO,ELO-PRD,2025-09-01 20:50:00,2025-09-01 20:53:44,failed,224.0,0.12258354125438277,2025-09-01,0.17830731306491374,0.22945299864776247,0.08931639747704094,0.75,0.0,1.0,1,0
,LIQUIDACAO,ELO-PRD,2025-09-01 17:20:00,2025-09-01 17:24:53,failed,293.0,0.5844046710288057,2025-09-01,0.23500410846343467,0.3024127078952077,0.02271611580728779,0.3705904774487397,0.0,1.0,1,0
,LIQUIDACAO,ELO-PRD,2025-09-01 19:00:00,2025-09-01 19:03:18,failed,198.0,-0.051436014892501214,2025-09-01,0.15694330320460148,0.20196093429365267,0.022716115807287718,0.6294095225512601,0.0,1.0,1,0
,LIQUIDACAO,ELO-PRD,2025-09-01 22:10:00,2025-09-01 22:13:42,failed,222.0,0.10919742155077632,2025-09-01,0.17666392769104355,0.2273382244666771,0.33333333333333304,0.9330127018922192,0.0,1.0,1,0
,LIQUIDACAO,ELO-PRD,2025-09-01 14:25:00,2025-09-01 14:29:39,failed,279.0,0.49070183310356047,2025-09-01,0.22350041084634348,0.2876092886276101,0.3333333333333335,0.06698729810778059,0.0,1.0,1,0
,LIQUIDACAO,ELO-PRD,2025-09-01 18:25:00,2025-09-01 18:28:35,failed,215.0,0.062346002588153704,2025-09-01,0.17091207888249796,0.21993651483287832,0.0,0.4999999999999999,0.0,1.0,1,0
,LIQUIDACAO,ELO-PRD,2025-09-01 14:55:00,2025-09-01 14:58:40,failed,220.0,0.09581130184716985,2025-09-01,0.17502054231717337,0.22522345028559174,0.3333333333333335,0.06698729810778059,0.0,1.0,1,0
,LIQUIDACAO,ELO-PRD,2025-09-02 00:05:00,2025-09-02 00:09:29,failed,269.0,0.4237712345855281,2025-09-02,0.2152834839769926,0.27703541772218326,0.6666666666666666,1.0,1.0,0.0,1,0
,LIQUIDACAO,ELO-PRD,2025-09-01 19:15:00,2025-09-01 19:18:35,failed,215.0,0.062346002588153704,2025-09-01,0.17091207888249796,0.21993651483287832,0.022716115807287718,0.6294095225512601,0.0,1.0,1,0
,LIQUIDACAO,ELO-PRD,2025-09-01 21:45:00,2025-09-01 21:48:38,failed,218.0,0.0824251821435634,2025-09-01,0.17337715694330322,0.22310867610450635,0.19526214587563487,0.8535533905932737,0.0,1.0,1,0
,LIQUIDACAO,ELO-PRD,2025-09-02 01:00:00,2025-09-02 01:04:31,failed,271.0,0.4371573542891346,2025-09-02,0.21692686935086278,0.2791501919032686,0.8392126967350139,0.9829629131445341,1.0,0.0,1,0
,LIQUIDACAO,ELO-PRD,2025-09-01 21:25:00,2025-09-01 21:29:40,failed,280.0,0.49739489295536365,2025-09-01,0.22432210353327856,0.2886666757181528,0.19526214587563487,0.8535533905932737,0.0,1.0,1,0
,LIQUIDACAO,ELO-PRD,2025-09-02 00:15:00,2025-09-02 00:19:29,failed,269.0,0.4237712345855281,2025-09-02,0.2152834839769926,0.27703541772218326,0.6666666666666666,1.0,1.0,0.0,1,0
,LIQUIDACAO,ELO-PRD,2025-09-02 00:55:00,2025-09-02 00:58:25,failed,205.0,-0.004584595929878602,2025-09-02,0.16269515201314708,0.20936264392745146,0.6666666666666666,1.0,1.0,0.0,1,0
,LIQUIDACAO,ELO-PRD,2025-09-01 22:40:00,2025-09-01 22:43:43,failed,223.0,0.11589048140257954,2025-09-01,0.17748562037797863,0.2283956115572198,0.33333333333333304,0.9330127018922192,0.0,1.0,1,0
,LIQUIDACAO,ELO-PRD,2025-09-02 02:55:00,2025-09-02 02:58:37,failed,217.0,0.07573212229176016,2025-09-02,0.1725554642563681,0.22205128901396368,1.0,0.9330127018922194,1.0,0.0,1,0
,LIQUIDACAO,ELO-PRD,2025-09-02 00:00:00,2025-09-02 00:04:33,failed,273.0,0.4505434739927411,2025-09-02,0.21857025472473296,0.28126496608435403,0.6666666666666666,1.0,1.0,0.0,1,0
,LIQUIDACAO,ELO-PRD,2025-09-01 15:00:00,2025-09-01 15:04:48,failed,288.0,0.5509393717697896,2025-09-01,0.23089564502875926,0.2971257724424943,0.19526214587563526,0.14644660940672605,0.0,1.0,1,0
,LIQUIDACAO,ELO-PRD,2025-09-01 13:10:00,2025-09-01 13:14:48,failed,288.0,0.5509393717697896,2025-09-01,0.23089564502875926,0.2971257724424943,0.4941206365983195,0.017037086855465844,0.0,1.0,1,0
,LIQUIDACAO,ELO-PRD,2025-09-01 21:55:00,2025-09-01 21:58:41,failed,221.0,0.10250436169897309,2025-09-01,0.17584223500410848,0.22628083737613444,0.19526214587563487,0.8535533905932737,0.0,1.0,1,0
,LIQUIDACAO,ELO-PRD,2025-09-01 21:10:00,2025-09-01 21:14:46,failed,286.0,0.5375532520661831,2025-09-01,0.22925225965488907,0.29501099826140886,0.19526214587563487,0.8535533905932737,0.0,1.0,1,0
,LIQUIDACAO,ELO-PRD,2025-09-01 13:05:00,2025-09-01 13:08:37,failed,217.0,0.07573212229176016,2025-09-01,0.1725554642563681,0.22205128901396368,0.4941206365983195,0.017037086855465844,0.0,1.0,1,0
,LIQUIDACAO,ELO-PRD,2025-09-01 15:50:01,2025-09-01 15:53:57,failed,236.0,0.20290025947602155,2025-09-01,0.18816762530813474,0.24214164373427471,0.19526214587563526,0.14644660940672605,0.0,1.0,1,0
,LIQUIDACAO,ELO-PRD,2025-09-01 23:00:00,2025-09-01 23:03:43,failed,223.0,0.11589048140257954,2025-09-01,0.17748562037797863,0.2283956115572198,0.4941206365983189,0.9829629131445341,0.0,1.0,1,0
,LIQUIDACAO,ELO-PRD,2025-09-02 00:45:00,2025-09-02 00:48:29,failed,209.0,0.022187643477334318,2025-09-02,0.16598192276088744,0.2135921922896222,0.6666666666666666,1.0,1.0,0.0,1,0
,LIQUIDACAO,ELO-PRD,2025-09-01 16:00:00,2025-09-01 16:03:42,failed,222.0,0.10919742155077632,2025-09-01,0.17666392769104355,0.2273382244666771,0.08931639747704108,0.24999999999999978,0.0,1.0,1,0
,LIQUIDACAO,ELO-PRD,2025-09-01 15:05:00,2025-09-01 15:08:41,failed,221.0,0.10250436169897309,2025-09-01,0.17584223500410848,0.22628083737613444,0.19526214587563526,0.14644660940672605,0.0,1.0,1,0
,LIQUIDACAO,ELO-PRD,2025-09-01 17:35:00,2025-09-01 17:39:41,failed,281.0,0.5040879528071669,2025-09-01,0.22514379622021363,0.28972406280869545,0.02271611580728779,0.3705904774487397,0.0,1.0,1,0
,LIQUIDACAO,ELO-PRD,2025-09-01 13:55:00,2025-09-01 13:58:13,failed,193.0,-0.08490131415151737,2025-09-01,0.15283483976992604,0.19667399884093928,0.4941206365983195,0.017037086855465844,0.0,1.0,1,0
,LIQUIDACAO,ELO-PRD,2025-09-01 16:55:00,2025-09-01 16:59:42,failed,282.0,0.5107810126589701,2025-09-01,0.22596548890714874,0.29078144989923815,0.08931639747704108,0.24999999999999978,0.0,1.0,1,0
